,Date 21/09/2026
Rice,46.16
Broken Rice,32.97
Wheat,32.0
Atta (Wheat),37.77
Gram Dal,87.98
Tur/Arhar Dal,124.23
Urad Dal,122.43
Moong Dal,111.77
Masoor Dal,90.26
Sugar,58.14
Milk @,61.46
Groundnut Oil (Packed),206.77
Mustard Oil (Packed),202.62
Vanaspati (Packed),167.16
Soya Oil (Packed),166.73
Sunflower Oil (Packed),192.56
Palm Oil (Packed),151.4
Gur,66.92
Tea Loose,276.91
Salt Pack (Iodised),22.62
Potato,22.45
Onion,54.23
Tomato,39.16
Bajra (whole),38.81
Jowar (whole),45.33
Maida (wheat),42.31
Ragi (whole),55.39
Suji (whole),47.38
Besan,96.64
Desi Ghee,702.0
Butter (Pasteurised),60.52
Eggs,83.88
Brinjal,43.52
Black Pepper (whole),88.69
Coriander (whole),43.68
Cummin Seed (whole),40.78
Red Chillies (whole),30.35
Turmeric (powder),16.68
Banana,49.59
Ginger,35.93
Garlic,45.33
