Date 01/01/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.56,65,,
Unit:(Rs./Kg.),Wheat,32.47,57,,
,Atta (Wheat),37.43,71,,
,Gram Dal,93.07,140,,
,Tur/Arhar Dal,155.63,193,,
,Urad Dal,123.28,170,,
,Moong Dal,113.22,150,,
,Masoor Dal,88.85,130,,
,Sugar,44.47,60,,
,Milk @,58.78,85,,
,Groundnut Oil (Packed),194.11,279,,
,Mustard Oil (Packed),169.88,220,,
,Vanaspati (Packed),147.13,209,,
,Soya Oil (Packed),143.31,194,,
,Sunflower Oil (Packed),155.24,209,,
,Palm Oil (Packed),135.58,176,,
,Gur,53.81,127,,
,Tea Loose,267.04,520,,
,Salt Pack (Iodised),22.21,31,,
,Potato,33.01,80,,
,Onion,41.58,90,,
,Tomato,37.31,100,,
