Date 04/10/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.52,63,,
Unit:(Rs./Kg.),Wheat,31.75,54,,
,Atta (Wheat),37.11,69,,
,Gram Dal,86.45,136,,
,Tur/Arhar Dal,114.05,173,,
,Urad Dal,113.39,157,,
,Moong Dal,110.14,150,,
,Masoor Dal,89.05,140,,
,Sugar,46.38,60,,
,Milk @,59.29,83,,
,Groundnut Oil (Packed),185.65,254,,
,Mustard Oil (Packed),187.34,257,,
,Vanaspati (Packed),155.94,264,,
,Soya Oil (Packed),145.99,192,,
,Sunflower Oil (Packed),162.93,231,,
,Palm Oil (Packed),132.78,190,,
,Gur,56.92,140,,
,Tea Loose,269.5,520,,
,Salt Pack (Iodised),21.05,35,,
,Potato,24.97,57,,
,Onion,26.21,60,,
,Tomato,37.74,120,,
