,Date 08/08/2026
Rice,43.95
Broken Rice,31.79
Wheat,31.1
Atta (Wheat),37.05
Gram Dal,85.99
Tur/Arhar Dal,122.6
Urad Dal,121.11
Moong Dal,111.01
Masoor Dal,89.13
Sugar,50.61
Milk @,60.79
Groundnut Oil (Packed),205.55
Mustard Oil (Packed),196.63
Vanaspati (Packed),165.66
Soya Oil (Packed),163.83
Sunflower Oil (Packed),189.87
Palm Oil (Packed),148.8
Gur,59.72
Tea Loose,270.54
Salt Pack (Iodised),22.1
Potato,21.98
Onion,35.59
Tomato,38.15
Bajra (whole),38.41
Jowar (whole),44.6
Maida (wheat),41.95
Ragi (whole),55.77
Suji (whole),46.72
Besan,96.03
Desi Ghee,694.98
Butter (Pasteurised),60.05
Eggs,85.74
Brinjal,42.95
Black Pepper (whole),88.04
Coriander (whole),41.69
Cummin Seed (whole),41.57
Red Chillies (whole),30.04
Turmeric (powder),16.58
Banana,50.07
Ginger,37.23
Garlic,42.92
