,Date 25/01/2026
Rice,41.82
Wheat,31.85
Atta (Wheat),37.4
Gram Dal,84.11
Tur/Arhar Dal,114.1
Urad Dal,113.45
Moong Dal,108.87
Masoor Dal,87.88
Sugar,45.91
Milk @,58.75
Groundnut Oil (Packed),190.53
Mustard Oil (Packed),184.63
Vanaspati (Packed),154.54
Soya Oil (Packed),147.94
Sunflower Oil (Packed),169.66
Palm Oil (Packed),133.93
Gur,56.13
Tea Loose,262.66
Salt Pack (Iodised),21.57
Potato,21.7
Onion,27.14
Tomato,40.53
Bajra (whole),37.67
Jowar (whole),43.07
Maida (wheat),40.96
Ragi (whole),55.17
Suji (whole),45.2
Besan,95.08
Desi Ghee,675.34
Butter (Pasteurised),58.63
Eggs,83.99
Brinjal,40.21
Black Pepper (whole),86.48
Coriander (whole),36.93
Cummin Seed (whole),40.01
Red Chillies (whole),27.41
Turmeric (powder),15.99
Banana,45.57
Ginger,24.52
Garlic,37.79
