Date 09/10/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.09,64,,
Unit:(Rs./Kg.),Wheat,31.66,54,,
,Atta (Wheat),37.05,71,,
,Gram Dal,87.14,136,,
,Tur/Arhar Dal,115.53,180,,
,Urad Dal,113.98,170,,
,Moong Dal,110.54,150,,
,Masoor Dal,89.53,140,,
,Sugar,46.49,60,,
,Milk @,59.16,82,,
,Groundnut Oil (Packed),188.34,279,,
,Mustard Oil (Packed),187.8,257,,
,Vanaspati (Packed),156.63,264,,
,Soya Oil (Packed),146.81,198,,
,Sunflower Oil (Packed),162.94,231,,
,Palm Oil (Packed),132.8,190,,
,Gur,57.14,140,,
,Tea Loose,271.57,600,,
,Salt Pack (Iodised),21.47,35,,
,Potato,25.24,60,,
,Onion,26.72,60,,
,Tomato,38.67,140,,
