Date 19/12/2024,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.31,68,,
Unit:(Rs./Kg.),Wheat,32.06,58,,
,Atta (Wheat),37.18,70,,
,Gram Dal,93.85,140,,
,Tur/Arhar Dal,158.39,191,,
,Urad Dal,123.75,167,,
,Moong Dal,114.23,160,,
,Masoor Dal,89.31,133,,
,Sugar,44.71,60,,
,Milk @,58.77,82,,
,Groundnut Oil (Packed),193.31,275,,
,Mustard Oil (Packed),168.45,221,,
,Vanaspati (Packed),146,209,,
,Soya Oil (Packed),143.03,180,,
,Sunflower Oil (Packed),153.82,210,,
,Palm Oil (Packed),134.54,176,,
,Gur,54.91,130,,
,Tea Loose,272.37,520,,
,Salt Pack (Iodised),22.01,31,,
,Potato,36.45,100,,
,Onion,49.96,120,,
,Tomato,44.71,120,,
