,Date 17/01/2026
Rice,42.41
Wheat,31.83
Atta (Wheat),37.21
Gram Dal,85.2
Tur/Arhar Dal,114.36
Urad Dal,113.47
Moong Dal,110.15
Masoor Dal,88.59
Sugar,46.34
Milk @,59.67
Groundnut Oil (Packed),186.63
Mustard Oil (Packed),185.94
Vanaspati (Packed),156.26
Soya Oil (Packed),146.83
Sunflower Oil (Packed),168.21
Palm Oil (Packed),133.15
Gur,56.73
Tea Loose,267.18
Salt Pack (Iodised),21.28
Potato,23.0
Onion,28.47
Tomato,46.01
Bajra (whole),38.3
Jowar (whole),43.52
Maida (wheat),41.34
Ragi (whole),53.98
Suji (whole),46.15
Besan,95.67
Desi Ghee,677.02
Butter (Pasteurised),58.93
Eggs,84.87
Brinjal,41.9
Black Pepper (whole),86.93
Coriander (whole),37.41
Cummin Seed (whole),40.78
Red Chillies (whole),27.65
Turmeric (powder),16.09
Banana,46.76
Ginger,24.37
Garlic,38.26
