Date 01/02/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.6,67,,
Unit:(Rs./Kg.),Wheat,33.06,57,,
,Atta (Wheat),38.16,71,,
,Gram Dal,91.23,140,,
,Tur/Arhar Dal,145.34,187,,
,Urad Dal,122,165,,
,Moong Dal,113,150,,
,Masoor Dal,88.61,130,,
,Sugar,44.78,60,,
,Milk @,58.62,82,,
,Groundnut Oil (Packed),191.91,280,,
,Mustard Oil (Packed),169.27,228,,
,Vanaspati (Packed),149,209,,
,Soya Oil (Packed),144.61,198,,
,Sunflower Oil (Packed),155.09,211,,
,Palm Oil (Packed),135.67,176,,
,Gur,54.47,130,,
,Tea Loose,267.63,520,,
,Salt Pack (Iodised),21.42,31,,
,Potato,26.97,70,,
,Onion,36.19,80,,
,Tomato,24.39,100,,
