Date 27/08/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.25,63,,
Unit:(Rs./Kg.),Wheat,31.21,54,,
,Atta (Wheat),36.64,69,,
,Gram Dal,87.13,140,,
,Tur/Arhar Dal,117.45,183,,
,Urad Dal,114.17,157,,
,Moong Dal,110.31,148,,
,Masoor Dal,89.4,133,,
,Sugar,46.4,60,,
,Milk @,59.46,85,,
,Groundnut Oil (Packed),188.97,254,,
,Mustard Oil (Packed),188.16,249,,
,Vanaspati (Packed),156.07,231,,
,Soya Oil (Packed),146.52,190,,
,Sunflower Oil (Packed),161.8,253,,
,Palm Oil (Packed),132.54,190,,
,Gur,56.94,128,,
,Tea Loose,271.4,520,,
,Salt Pack (Iodised),21.29,33,,
,Potato,24.86,60,,
,Onion,28.55,60,,
,Tomato,54.75,120,,
