Date 13/04/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,41.98,65,,
Unit:(Rs./Kg.),Wheat,31.65,54,,
,Atta (Wheat),37.72,65,,
,Gram Dal,85.73,129,,
,Tur/Arhar Dal,126.75,180,,
,Urad Dal,118.03,150,,
,Moong Dal,110.76,140,,
,Masoor Dal,87.06,120,,
,Sugar,45.51,60,,
,Milk @,58.05,80,,
,Groundnut Oil (Packed),189.61,251,,
,Mustard Oil (Packed),170.69,224,,
,Vanaspati (Packed),152.63,211,,
,Soya Oil (Packed),147.55,179,,
,Sunflower Oil (Packed),160.88,211,,
,Palm Oil (Packed),139.01,177,,
,Gur,53.6,130,,
,Tea Loose,263.94,520,,
,Salt Pack (Iodised),21.49,31,,
,Potato,22.51,52,,
,Onion,28.92,60,,
,Tomato,19.65,100,,
