Date 22/07/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.61,63,,
Unit:(Rs./Kg.),Wheat,31.34,54,,
,Atta (Wheat),36.73,70,,
,Gram Dal,85.93,140,,
,Tur/Arhar Dal,119.66,183,,
,Urad Dal,114.79,170,,
,Moong Dal,110.14,148,,
,Masoor Dal,88.19,130,,
,Sugar,45.99,60,,
,Milk @,59.19,83,,
,Groundnut Oil (Packed),187.7,254,,
,Mustard Oil (Packed),181.05,253,,
,Vanaspati (Packed),155.47,231,,
,Soya Oil (Packed),146.84,198,,
,Sunflower Oil (Packed),159.58,253,,
,Palm Oil (Packed),129.58,177,,
,Gur,55.92,128,,
,Tea Loose,272.59,600,,
,Salt Pack (Iodised),21.66,32,,
,Potato,25.44,57,,
,Onion,28.29,60,,
,Tomato,42.58,120,,
