,Date 10/06/2026
Rice,43.49
Wheat,30.89
Atta (Wheat),36.87
Gram Dal,85.43
Tur/Arhar Dal,122.76
Urad Dal,118.7
Moong Dal,111.63
Masoor Dal,90.01
Sugar,46.89
Milk @,60.48
Groundnut Oil (Packed),202.95
Mustard Oil (Packed),191.08
Vanaspati (Packed),162.8
Soya Oil (Packed),161.87
Sunflower Oil (Packed),186.58
Palm Oil (Packed),146.52
Gur,58.21
Tea Loose,274.68
Salt Pack (Iodised),21.81
Potato,21.67
Onion,26.91
Tomato,41.04
Bajra (whole),38.18
Jowar (whole),44.33
Maida (wheat),42.04
Ragi (whole),54.97
Suji (whole),46.9
Besan,95.95
Desi Ghee,689.26
Butter (Pasteurised),59.27
Eggs,80.06
Brinjal,41.3
Black Pepper (whole),87.86
Coriander (whole),39.9
Cummin Seed (whole),41.05
Red Chillies (whole),29.24
Turmeric (powder),16.57
Banana,49.01
Ginger,29.55
Garlic,38.66
