Date 04/03/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.05,67,,
Unit:(Rs./Kg.),Wheat,32.82,57,,
,Atta (Wheat),38.01,71,,
,Gram Dal,89.57,140,,
,Tur/Arhar Dal,136.72,187,,
,Urad Dal,121.07,161,,
,Moong Dal,112.69,150,,
,Masoor Dal,88.7,130,,
,Sugar,45.33,60,,
,Milk @,58.26,82,,
,Groundnut Oil (Packed),191.9,279,,
,Mustard Oil (Packed),167.49,223,,
,Vanaspati (Packed),151.03,209,,
,Soya Oil (Packed),145.14,191,,
,Sunflower Oil (Packed),157.7,194,,
,Palm Oil (Packed),137.84,184,,
,Gur,54.15,130,,
,Tea Loose,270.56,520,,
,Salt Pack (Iodised),21.21,31,,
,Potato,24.59,60,,
,Onion,36.56,80,,
,Tomato,21.89,100,,
