Date 09/03/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.13,67,,
Unit:(Rs./Kg.),Wheat,33.19,56,,
,Atta (Wheat),38.4,66,,
,Gram Dal,87.7,132,,
,Tur/Arhar Dal,132.92,180,,
,Urad Dal,119.75,153,,
,Moong Dal,110.85,140,,
,Masoor Dal,87.36,123,,
,Sugar,45.29,60,,
,Milk @,57.88,80,,
,Groundnut Oil (Packed),191.07,260,,
,Mustard Oil (Packed),169.83,212,,
,Vanaspati (Packed),150.9,209,,
,Soya Oil (Packed),146.52,181,,
,Sunflower Oil (Packed),158.6,194,,
,Palm Oil (Packed),137.86,180,,
,Gur,52.83,130,,
,Tea Loose,261.98,520,,
,Salt Pack (Iodised),21.31,31,,
,Potato,22.94,56,,
,Onion,35.23,77,,
,Tomato,19.04,100,,
