Date 12/02/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.02,67,,
Unit:(Rs./Kg.),Wheat,32.88,59,,
,Atta (Wheat),38,71,,
,Gram Dal,90.77,140,,
,Tur/Arhar Dal,141.91,187,,
,Urad Dal,121.72,161,,
,Moong Dal,112.84,150,,
,Masoor Dal,89.01,130,,
,Sugar,45.15,60,,
,Milk @,58.27,83,,
,Groundnut Oil (Packed),193.02,280,,
,Mustard Oil (Packed),169.4,228,,
,Vanaspati (Packed),149.72,209,,
,Soya Oil (Packed),144.84,202,,
,Sunflower Oil (Packed),155.55,211,,
,Palm Oil (Packed),136.47,176,,
,Gur,54.43,130,,
,Tea Loose,271.21,520,,
,Salt Pack (Iodised),21.32,31,,
,Potato,26.26,65,,
,Onion,35.99,80,,
,Tomato,23.67,100,,
