Date 14/04/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,41.92,63,,
Unit:(Rs./Kg.),Wheat,31.57,57,,
,Atta (Wheat),37.56,66,,
,Gram Dal,86.67,140,,
,Tur/Arhar Dal,128.77,184,,
,Urad Dal,118.59,150,,
,Moong Dal,111.58,150,,
,Masoor Dal,87.82,130,,
,Sugar,45.81,60,,
,Milk @,59.27,80,,
,Groundnut Oil (Packed),188.72,251,,
,Mustard Oil (Packed),170.68,224,,
,Vanaspati (Packed),152.76,211,,
,Soya Oil (Packed),146.88,192,,
,Sunflower Oil (Packed),159.7,211,,
,Palm Oil (Packed),138.68,182,,
,Gur,54.53,130,,
,Tea Loose,270.15,520,,
,Salt Pack (Iodised),21.28,31,,
,Potato,23.05,52,,
,Onion,30.06,75,,
,Tomato,20.96,100,,
