Date 28/02/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.78,63,,
Unit:(Rs./Kg.),Wheat,32.79,55,,
,Atta (Wheat),38.03,66,,
,Gram Dal,89.59,140,,
,Tur/Arhar Dal,137.66,180,,
,Urad Dal,121.15,161,,
,Moong Dal,112.56,147,,
,Masoor Dal,88.62,130,,
,Sugar,45.24,60,,
,Milk @,58.18,82,,
,Groundnut Oil (Packed),190.91,266,,
,Mustard Oil (Packed),168.02,223,,
,Vanaspati (Packed),150.44,210,,
,Soya Oil (Packed),144.47,194,,
,Sunflower Oil (Packed),156.74,206,,
,Palm Oil (Packed),137.4,187,,
,Gur,53.91,130,,
,Tea Loose,270.79,520,,
,Salt Pack (Iodised),21.36,31,,
,Potato,24.43,60,,
,Onion,36.53,80,,
,Tomato,21.93,100,,
