,Date 13/06/2026
Rice,42.69
Broken Rice,32.35
Wheat,30.75
Atta (Wheat),36.93
Gram Dal,84.93
Tur/Arhar Dal,121.85
Urad Dal,118.08
Moong Dal,111.03
Masoor Dal,89.11
Sugar,47.01
Milk @,60.79
Groundnut Oil (Packed),203.49
Mustard Oil (Packed),191.39
Vanaspati (Packed),162.36
Soya Oil (Packed),162.3
Sunflower Oil (Packed),186.01
Palm Oil (Packed),147.02
Gur,58.13
Tea Loose,270.63
Salt Pack (Iodised),21.77
Potato,20.92
Onion,26.96
Tomato,42.51
Bajra (whole),38.25
Jowar (whole),44.52
Maida (wheat),41.74
Ragi (whole),55.43
Suji (whole),46.65
Besan,96.17
Desi Ghee,690.0
Butter (Pasteurised),59.13
Eggs,80.38
Brinjal,41.15
Black Pepper (whole),87.55
Coriander (whole),39.69
Cummin Seed (whole),41.65
Red Chillies (whole),29.43
Turmeric (powder),16.58
Banana,49.35
Ginger,29.36
Garlic,38.29
