Date 16/01/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.8,65,,
Unit:(Rs./Kg.),Wheat,32.54,57,,
,Atta (Wheat),37.5,71,,
,Gram Dal,92.67,140,,
,Tur/Arhar Dal,153.18,190,,
,Urad Dal,123.3,170,,
,Moong Dal,113.58,150,,
,Masoor Dal,89.1,130,,
,Sugar,44.67,60,,
,Milk @,58.84,82,,
,Groundnut Oil (Packed),192.47,290,,
,Mustard Oil (Packed),168.52,236,,
,Vanaspati (Packed),147.41,211,,
,Soya Oil (Packed),143.51,194,,
,Sunflower Oil (Packed),153.96,209,,
,Palm Oil (Packed),134.92,176,,
,Gur,54.51,130,,
,Tea Loose,272.14,520,,
,Salt Pack (Iodised),21.97,31,,
,Potato,30.67,70,,
,Onion,39.31,87,,
,Tomato,31.63,100,,
