Date 27/12/2024,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.02,65,,
Unit:(Rs./Kg.),Wheat,32.35,57,,
,Atta (Wheat),37.46,71,,
,Gram Dal,93.76,140,,
,Tur/Arhar Dal,157.43,193,,
,Urad Dal,123.98,170,,
,Moong Dal,114.13,150,,
,Masoor Dal,89.46,130,,
,Sugar,44.73,60,,
,Milk @,59.06,85,,
,Groundnut Oil (Packed),194.59,279,,
,Mustard Oil (Packed),168.82,220,,
,Vanaspati (Packed),147.02,209,,
,Soya Oil (Packed),143.59,192,,
,Sunflower Oil (Packed),155.18,209,,
,Palm Oil (Packed),135.57,176,,
,Gur,54.8,130,,
,Tea Loose,272.13,520,,
,Salt Pack (Iodised),22.23,31,,
,Potato,34.9,90,,
,Onion,45.12,100,,
,Tomato,42.19,103,,
