Date 15/04/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.81,65,,
Unit:(Rs./Kg.),Wheat,31.48,55,,
,Atta (Wheat),37.36,71,,
,Gram Dal,87.43,140,,
,Tur/Arhar Dal,129.55,184,,
,Urad Dal,119.2,156,,
,Moong Dal,111.96,150,,
,Masoor Dal,88.05,130,,
,Sugar,45.65,60,,
,Milk @,58.65,80,,
,Groundnut Oil (Packed),190.76,279,,
,Mustard Oil (Packed),169.69,234,,
,Vanaspati (Packed),153.47,211,,
,Soya Oil (Packed),147.07,211,,
,Sunflower Oil (Packed),159.57,211,,
,Palm Oil (Packed),138.71,182,,
,Gur,54.34,120,,
,Tea Loose,270.94,520,,
,Salt Pack (Iodised),21.34,31,,
,Potato,23.92,52,,
,Onion,29.89,74,,
,Tomato,21.59,100,,
