Date 14/10/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.15,64,,
Unit:(Rs./Kg.),Wheat,31.65,55,,
,Atta (Wheat),37.07,71,,
,Gram Dal,87.24,140,,
,Tur/Arhar Dal,115.31,182,,
,Urad Dal,113.99,170,,
,Moong Dal,110.61,150,,
,Masoor Dal,89.59,140,,
,Sugar,46.58,60,,
,Milk @,59.15,85,,
,Groundnut Oil (Packed),188.24,285,,
,Mustard Oil (Packed),188.01,257,,
,Vanaspati (Packed),156.76,264,,
,Soya Oil (Packed),146.7,198,,
,Sunflower Oil (Packed),163.3,261,,
,Palm Oil (Packed),132.86,190,,
,Gur,57.41,140,,
,Tea Loose,272.97,600,,
,Salt Pack (Iodised),21.5,35,,
,Potato,25.36,60,,
,Onion,26.76,60,,
,Tomato,38.5,120,,
