Date 18/10/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.8,63,,
Unit:(Rs./Kg.),Wheat,31.7,54,,
,Atta (Wheat),37.08,69,,
,Gram Dal,86.52,136,,
,Tur/Arhar Dal,113.61,172,,
,Urad Dal,113.44,170,,
,Moong Dal,110.14,150,,
,Masoor Dal,88.78,128,,
,Sugar,46.5,60,,
,Milk @,59.15,85,,
,Groundnut Oil (Packed),185.77,259,,
,Mustard Oil (Packed),187.72,257,,
,Vanaspati (Packed),156.4,231,,
,Soya Oil (Packed),146.18,192,,
,Sunflower Oil (Packed),163.52,231,,
,Palm Oil (Packed),132.64,172,,
,Gur,57.1,140,,
,Tea Loose,267.92,520,,
,Salt Pack (Iodised),21.31,35,,
,Potato,24.87,51,,
,Onion,26.02,60,,
,Tomato,37.26,120,,
