Date 17/03/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.02,65,,
Unit:(Rs./Kg.),Wheat,32.64,55,,
,Atta (Wheat),38,71,,
,Gram Dal,88.74,127,,
,Tur/Arhar Dal,134.64,181,,
,Urad Dal,120.21,156,,
,Moong Dal,112.57,150,,
,Masoor Dal,88.56,130,,
,Sugar,45.57,60,,
,Milk @,58.4,80,,
,Groundnut Oil (Packed),192.09,279,,
,Mustard Oil (Packed),169.11,224,,
,Vanaspati (Packed),152.18,209,,
,Soya Oil (Packed),146.42,211,,
,Sunflower Oil (Packed),158.7,211,,
,Palm Oil (Packed),138.85,180,,
,Gur,54.08,130,,
,Tea Loose,270.85,520,,
,Salt Pack (Iodised),21.36,31,,
,Potato,23.99,60,,
,Onion,34.87,80,,
,Tomato,21.45,100,,
