Date 11/07/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.75,64,,
Unit:(Rs./Kg.),Wheat,31.3,55,,
,Atta (Wheat),36.64,71,,
,Gram Dal,86.1,140,,
,Tur/Arhar Dal,120.43,183,,
,Urad Dal,115.29,170,,
,Moong Dal,110.81,149,,
,Masoor Dal,88.25,130,,
,Sugar,46.03,62,,
,Milk @,59.01,82,,
,Groundnut Oil (Packed),188.22,282,,
,Mustard Oil (Packed),177.18,242,,
,Vanaspati (Packed),156.82,231,,
,Soya Oil (Packed),146.83,200,,
,Sunflower Oil (Packed),160.64,231,,
,Palm Oil (Packed),130.87,178,,
,Gur,55.76,128,,
,Tea Loose,271.12,600,,
,Salt Pack (Iodised),21.45,32,,
,Potato,25.87,60,,
,Onion,28.48,70,,
,Tomato,41.02,120,,
