Date 15/09/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.02,64,,
Unit:(Rs./Kg.),Wheat,31.77,54,,
,Atta (Wheat),37.02,71,,
,Gram Dal,87.37,140,,
,Tur/Arhar Dal,116.35,182,,
,Urad Dal,114.18,170,,
,Moong Dal,110.59,148,,
,Masoor Dal,89.57,140,,
,Sugar,46.55,60,,
,Milk @,59.47,85,,
,Groundnut Oil (Packed),188.4,279,,
,Mustard Oil (Packed),188.63,257,,
,Vanaspati (Packed),156.95,264,,
,Soya Oil (Packed),147.21,196,,
,Sunflower Oil (Packed),162.43,253,,
,Palm Oil (Packed),132.65,190,,
,Gur,56.93,128,,
,Tea Loose,272.16,520,,
,Salt Pack (Iodised),21.36,34,,
,Potato,25.37,57,,
,Onion,27.82,60,,
,Tomato,40.94,120,,
