Date 16/08/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.22,63,,
Unit:(Rs./Kg.),Wheat,31.65,54,,
,Atta (Wheat),37.07,70,,
,Gram Dal,87.02,133,,
,Tur/Arhar Dal,117.17,170,,
,Urad Dal,114.19,157,,
,Moong Dal,110.79,145,,
,Masoor Dal,88.97,126,,
,Sugar,46.38,60,,
,Milk @,59.38,84,,
,Groundnut Oil (Packed),188.18,254,,
,Mustard Oil (Packed),188.95,259,,
,Vanaspati (Packed),157.57,231,,
,Soya Oil (Packed),147.3,187,,
,Sunflower Oil (Packed),161.19,231,,
,Palm Oil (Packed),131.51,177,,
,Gur,56.69,127,,
,Tea Loose,268.01,520,,
,Salt Pack (Iodised),20.94,33,,
,Potato,25.73,60,,
,Onion,28.09,60,,
,Tomato,53.28,113,,
