Date 20/08/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.78,61,,
Unit:(Rs./Kg.),Wheat,31.65,54,,
,Atta (Wheat),36.96,71,,
,Gram Dal,87.48,140,,
,Tur/Arhar Dal,118.13,183,,
,Urad Dal,114.72,157,,
,Moong Dal,110.67,152,,
,Masoor Dal,89.4,133,,
,Sugar,46.3,60,,
,Milk @,59.28,85,,
,Groundnut Oil (Packed),188.65,279,,
,Mustard Oil (Packed),187.86,249,,
,Vanaspati (Packed),156.49,231,,
,Soya Oil (Packed),147.68,198,,
,Sunflower Oil (Packed),161.59,253,,
,Palm Oil (Packed),131.38,169,,
,Gur,56.56,128,,
,Tea Loose,272.26,600,,
,Salt Pack (Iodised),21.35,33,,
,Potato,25.64,60,,
,Onion,28.66,60,,
,Tomato,55.27,120,,
