Date 28/04/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.79,64,,
Unit:(Rs./Kg.),Wheat,31.4,55,,
,Atta (Wheat),37.13,71,,
,Gram Dal,86.98,140,,
,Tur/Arhar Dal,128.31,185,,
,Urad Dal,118.3,155,,
,Moong Dal,111.8,150,,
,Masoor Dal,88.02,130,,
,Sugar,45.78,60,,
,Milk @,58.63,80,,
,Groundnut Oil (Packed),190.27,279,,
,Mustard Oil (Packed),169.83,242,,
,Vanaspati (Packed),154.56,214,,
,Soya Oil (Packed),147.04,211,,
,Sunflower Oil (Packed),160.97,211,,
,Palm Oil (Packed),137.5,189,,
,Gur,54.37,120,,
,Tea Loose,269.36,523,,
,Salt Pack (Iodised),21.38,31,,
,Potato,23.82,60,,
,Onion,28.07,67,,
,Tomato,21.68,100,,
