Date 13/12/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.09,63,,
Unit:(Rs./Kg.),Wheat,31.65,54,,
,Atta (Wheat),37.18,71,,
,Gram Dal,85.92,140,,
,Tur/Arhar Dal,115.27,182,,
,Urad Dal,113.85,152,,
,Moong Dal,110.16,148,,
,Masoor Dal,89.21,142,,
,Sugar,46.76,60,,
,Milk @,59.83,85,,
,Groundnut Oil (Packed),187.47,286,,
,Mustard Oil (Packed),186,257,,
,Vanaspati (Packed),155.95,231,,
,Soya Oil (Packed),146.77,191,,
,Sunflower Oil (Packed),164.86,231,,
,Palm Oil (Packed),132.81,173,,
,Gur,57.28,137,,
,Tea Loose,269.09,560,,
,Salt Pack (Iodised),21.56,36,,
,Potato,24.97,51,,
,Onion,26.92,60,,
,Tomato,47.55,120,,
