,Date 26/02/2026
Rice,43.11
Wheat,31.57
Atta (Wheat),37.14
Gram Dal,85.78
Tur/Arhar Dal,121.38
Urad Dal,116.49
Moong Dal,110.59
Masoor Dal,89.21
Sugar,46.4
Milk @,59.07
Groundnut Oil (Packed),194.34
Mustard Oil (Packed),186.33
Vanaspati (Packed),156.19
Soya Oil (Packed),150.44
Sunflower Oil (Packed),174.73
Palm Oil (Packed),136.0
Gur,56.58
Tea Loose,271.8
Salt Pack (Iodised),21.66
Potato,21.71
Onion,26.98
Tomato,29.91
Bajra (whole),37.97
Jowar (whole),44.06
Maida (wheat),41.9
Ragi (whole),54.53
Suji (whole),46.65
Besan,95.88
Desi Ghee,680.83
Butter (Pasteurised),58.99
Eggs,81.46
Brinjal,39.6
Black Pepper (whole),87.24
Coriander (whole),37.88
Cummin Seed (whole),40.63
Red Chillies (whole),28.13
Turmeric (powder),16.23
Banana,47.51
Ginger,24.77
Garlic,38.46
