Date 06/05/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.73,63,,
Unit:(Rs./Kg.),Wheat,31.35,55,,
,Atta (Wheat),36.98,71,,
,Gram Dal,86.72,140,,
,Tur/Arhar Dal,127.67,185,,
,Urad Dal,118.1,155,,
,Moong Dal,111.9,150,,
,Masoor Dal,88.18,130,,
,Sugar,45.79,60,,
,Milk @,58.88,82,,
,Groundnut Oil (Packed),190.59,279,,
,Mustard Oil (Packed),169.62,242,,
,Vanaspati (Packed),155.08,218,,
,Soya Oil (Packed),146.83,192,,
,Sunflower Oil (Packed),160.98,211,,
,Palm Oil (Packed),136.48,189,,
,Gur,54.56,120,,
,Tea Loose,270.55,527,,
,Salt Pack (Iodised),21.5,31,,
,Potato,24.08,60,,
,Onion,27.56,67,,
,Tomato,22.38,100,,
