,Date 13/09/2026
Rice,45.24
Broken Rice,32.46
Wheat,31.82
Atta (Wheat),37.45
Gram Dal,86.37
Tur/Arhar Dal,122.73
Urad Dal,121.9
Moong Dal,110.67
Masoor Dal,88.48
Sugar,58.99
Milk @,60.3
Groundnut Oil (Packed),207.34
Mustard Oil (Packed),199.99
Vanaspati (Packed),166.76
Soya Oil (Packed),165.63
Sunflower Oil (Packed),193.28
Palm Oil (Packed),152.48
Gur,66.71
Tea Loose,265.34
Salt Pack (Iodised),22.69
Potato,21.82
Onion,52.7
Tomato,37.99
Bajra (whole),38.37
Jowar (whole),44.71
Maida (wheat),41.33
Ragi (whole),56.19
Suji (whole),44.91
Besan,95.83
Desi Ghee,699.6
Butter (Pasteurised),60.21
Eggs,83.35
Brinjal,41.0
Black Pepper (whole),87.84
Coriander (whole),42.86
Cummin Seed (whole),39.94
Red Chillies (whole),30.09
Turmeric (powder),16.43
Banana,47.76
Ginger,36.47
Garlic,44.04
