Date 08/01/2026,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.16,64,,
Unit:(Rs./Kg.),Wheat,31.67,54,,
,Atta (Wheat),37.03,71,,
,Gram Dal,86.12,140,,
,Tur/Arhar Dal,115.83,190,,
,Urad Dal,113.9,155,,
,Moong Dal,110.42,148,,
,Masoor Dal,89.64,143,,
,Sugar,46.41,60,,
,Milk @,59.24,85,,
,Groundnut Oil (Packed),189.14,286,,
,Mustard Oil (Packed),186.75,260,,
,Vanaspati (Packed),156.68,231,,
,Soya Oil (Packed),146.57,198,,
,Sunflower Oil (Packed),166.7,242,,
,Palm Oil (Packed),132.98,187,,
,Gur,57.23,130,,
,Tea Loose,273.13,650,,
,Salt Pack (Iodised),21.52,36,,
,Potato,24.25,55,,
,Onion,29.26,70,,
,Tomato,50.08,120,,
