,Date 21/07/2026
Rice,44.68
Broken Rice,32.97
Wheat,31.33
Atta (Wheat),37.11
Gram Dal,86.18
Tur/Arhar Dal,123.0
Urad Dal,120.62
Moong Dal,111.75
Masoor Dal,90.27
Sugar,48.43
Milk @,60.74
Groundnut Oil (Packed),206.0
Mustard Oil (Packed),195.45
Vanaspati (Packed),165.32
Soya Oil (Packed),163.97
Sunflower Oil (Packed),189.0
Palm Oil (Packed),147.77
Gur,59.36
Tea Loose,275.88
Salt Pack (Iodised),22.01
Potato,22.86
Onion,34.87
Tomato,41.21
Bajra (whole),38.35
Jowar (whole),44.45
Maida (wheat),42.27
Ragi (whole),55.14
Suji (whole),47.33
Besan,95.97
Desi Ghee,692.58
Butter (Pasteurised),59.64
Eggs,86.66
Brinjal,43.03
Black Pepper (whole),88.31
Coriander (whole),41.44
Cummin Seed (whole),41.17
Red Chillies (whole),29.71
Turmeric (powder),16.62
Banana,49.87
Ginger,37.32
Garlic,43.01
