,Date 18/03/2026
Rice,43.01
Wheat,31.2
Atta (Wheat),36.88
Gram Dal,85.6
Tur/Arhar Dal,121.98
Urad Dal,117.25
Moong Dal,110.98
Masoor Dal,89.33
Sugar,46.36
Milk @,59.27
Groundnut Oil (Packed),197.66
Mustard Oil (Packed),186.51
Vanaspati (Packed),156.99
Soya Oil (Packed),152.32
Sunflower Oil (Packed),180.21
Palm Oil (Packed),139.92
Gur,56.87
Tea Loose,272.21
Salt Pack (Iodised),21.64
Potato,20.83
Onion,25.77
Tomato,27.98
Bajra (whole),38.0
Jowar (whole),44.08
Maida (wheat),41.79
Ragi (whole),54.86
Suji (whole),46.56
Besan,95.36
Desi Ghee,680.61
Butter (Pasteurised),59.07
Eggs,78.78
Brinjal,38.07
Black Pepper (whole),87.13
Coriander (whole),37.86
Cummin Seed (whole),40.61
Red Chillies (whole),28.17
Turmeric (powder),16.34
Banana,47.71
Ginger,24.88
Garlic,37.32
