,Date 10/07/2026
Rice,44.38
Broken Rice,33.11
Wheat,31.27
Atta (Wheat),36.97
Gram Dal,86.1
Tur/Arhar Dal,122.89
Urad Dal,119.58
Moong Dal,111.39
Masoor Dal,90.37
Sugar,47.47
Milk @,60.77
Groundnut Oil (Packed),205.21
Mustard Oil (Packed),193.74
Vanaspati (Packed),164.57
Soya Oil (Packed),163.07
Sunflower Oil (Packed),188.9
Palm Oil (Packed),147.65
Gur,58.97
Tea Loose,276.36
Salt Pack (Iodised),21.92
Potato,22.76
Onion,33.21
Tomato,42.19
Bajra (whole),38.34
Jowar (whole),44.46
Maida (wheat),42.14
Ragi (whole),55.16
Suji (whole),47.07
Besan,95.65
Desi Ghee,692.01
Butter (Pasteurised),59.6
Eggs,84.13
Brinjal,42.24
Black Pepper (whole),88.15
Coriander (whole),40.98
Cummin Seed (whole),41.09
Red Chillies (whole),29.55
Turmeric (powder),16.62
Banana,49.89
Ginger,35.93
Garlic,41.76
