Date 11/09/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.06,64,,
Unit:(Rs./Kg.),Wheat,31.8,54,,
,Atta (Wheat),37.13,69,,
,Gram Dal,87.41,140,,
,Tur/Arhar Dal,116.16,182,,
,Urad Dal,114.12,170,,
,Moong Dal,110.51,142,,
,Masoor Dal,89.59,133,,
,Sugar,46.43,60,,
,Milk @,59.12,85,,
,Groundnut Oil (Packed),187.8,254,,
,Mustard Oil (Packed),188.92,249,,
,Vanaspati (Packed),156.63,231,,
,Soya Oil (Packed),147.39,198,,
,Sunflower Oil (Packed),162.34,253,,
,Palm Oil (Packed),132.15,190,,
,Gur,56.71,135,,
,Tea Loose,272.41,600,,
,Salt Pack (Iodised),21.46,33,,
,Potato,25.29,52,,
,Onion,27.8,60,,
,Tomato,42.75,120,,
