,Date 07/08/2026
Rice,45.3
Broken Rice,33.11
Wheat,31.37
Atta (Wheat),37.23
Gram Dal,86.84
Tur/Arhar Dal,123.45
Urad Dal,121.87
Moong Dal,111.99
Masoor Dal,90.47
Sugar,50.3
Milk @,60.94
Groundnut Oil (Packed),206.73
Mustard Oil (Packed),196.99
Vanaspati (Packed),166.33
Soya Oil (Packed),164.71
Sunflower Oil (Packed),190.1
Palm Oil (Packed),148.43
Gur,60.09
Tea Loose,275.98
Salt Pack (Iodised),22.16
Potato,22.75
Onion,35.66
Tomato,38.35
Bajra (whole),38.33
Jowar (whole),44.73
Maida (wheat),42.26
Ragi (whole),55.26
Suji (whole),47.21
Besan,95.9
Desi Ghee,696.06
Butter (Pasteurised),60.06
Eggs,85.54
Brinjal,43.7
Black Pepper (whole),88.49
Coriander (whole),42.11
Cummin Seed (whole),41.11
Red Chillies (whole),29.85
Turmeric (powder),16.64
Banana,50.29
Ginger,37.22
Garlic,43.59
