,Date 28/04/2026
Rice,43.0
Wheat,31.01
Atta (Wheat),36.8
Gram Dal,85.08
Tur/Arhar Dal,122.51
Urad Dal,117.94
Moong Dal,111.56
Masoor Dal,89.66
Sugar,46.56
Milk @,59.75
Groundnut Oil (Packed),200.41
Mustard Oil (Packed),189.24
Vanaspati (Packed),160.32
Soya Oil (Packed),158.71
Sunflower Oil (Packed),184.45
Palm Oil (Packed),143.79
Gur,57.72
Tea Loose,275.56
Salt Pack (Iodised),21.82
Potato,20.38
Onion,25.03
Tomato,33.73
Bajra (whole),37.54
Jowar (whole),43.78
Maida (wheat),41.79
Ragi (whole),54.61
Suji (whole),47.0
Besan,95.5
Desi Ghee,684.24
Butter (Pasteurised),58.96
Eggs,78.63
Brinjal,40.43
Black Pepper (whole),87.29
Coriander (whole),38.8
Cummin Seed (whole),41.11
Red Chillies (whole),28.63
Turmeric (powder),16.38
Banana,48.2
Ginger,25.25
Garlic,36.62
