Date 22/02/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.64,65,,
Unit:(Rs./Kg.),Wheat,32.98,53,,
,Atta (Wheat),38.23,71,,
,Gram Dal,89.98,127,,
,Tur/Arhar Dal,139.32,182,,
,Urad Dal,121.33,161,,
,Moong Dal,112.86,142,,
,Masoor Dal,88.64,120,,
,Sugar,45.32,60,,
,Milk @,58.81,83,,
,Groundnut Oil (Packed),192.19,279,,
,Mustard Oil (Packed),168.93,223,,
,Vanaspati (Packed),150.77,211,,
,Soya Oil (Packed),145.33,194,,
,Sunflower Oil (Packed),156.62,206,,
,Palm Oil (Packed),137.25,176,,
,Gur,53.97,130,,
,Tea Loose,267.94,520,,
,Salt Pack (Iodised),21.33,31,,
,Potato,24.57,65,,
,Onion,36.91,77,,
,Tomato,22.27,100,,
