,Date 21/03/2026
Rice,42.51
Wheat,31.39
Atta (Wheat),37.15
Gram Dal,85.87
Tur/Arhar Dal,122.58
Urad Dal,118.32
Moong Dal,111.77
Masoor Dal,89.31
Sugar,46.42
Milk @,59.62
Groundnut Oil (Packed),198.68
Mustard Oil (Packed),187.03
Vanaspati (Packed),158.8
Soya Oil (Packed),153.04
Sunflower Oil (Packed),182.55
Palm Oil (Packed),143.03
Gur,57.72
Tea Loose,268.2
Salt Pack (Iodised),21.34
Potato,20.68
Onion,25.82
Tomato,28.13
Bajra (whole),38.23
Jowar (whole),44.31
Maida (wheat),42.04
Ragi (whole),55.17
Suji (whole),46.7
Besan,95.94
Desi Ghee,685.74
Butter (Pasteurised),59.07
Eggs,78.78
Brinjal,38.25
Black Pepper (whole),87.27
Coriander (whole),38.28
Cummin Seed (whole),41.71
Red Chillies (whole),28.75
Turmeric (powder),16.42
Banana,48.09
Ginger,24.27
Garlic,37.64
