Date 05/05/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.75,64,,
Unit:(Rs./Kg.),Wheat,31.37,55,,
,Atta (Wheat),37.07,71,,
,Gram Dal,86.87,140,,
,Tur/Arhar Dal,127.41,185,,
,Urad Dal,117.93,155,,
,Moong Dal,111.84,150,,
,Masoor Dal,88.09,130,,
,Sugar,45.8,60,,
,Milk @,58.88,82,,
,Groundnut Oil (Packed),190.32,279,,
,Mustard Oil (Packed),170.15,242,,
,Vanaspati (Packed),155.27,214,,
,Soya Oil (Packed),146.78,192,,
,Sunflower Oil (Packed),161.09,211,,
,Palm Oil (Packed),136.61,189,,
,Gur,54.61,120,,
,Tea Loose,271.5,600,,
,Salt Pack (Iodised),21.36,31,,
,Potato,24.04,60,,
,Onion,27.65,67,,
,Tomato,22.28,100,,
