,Date 09/02/2026
Rice,43.15
Wheat,31.72
Atta (Wheat),37.26
Gram Dal,85.99
Tur/Arhar Dal,120.08
Urad Dal,115.58
Moong Dal,110.7
Masoor Dal,89.29
Sugar,46.3
Milk @,59.11
Groundnut Oil (Packed),192.06
Mustard Oil (Packed),186.71
Vanaspati (Packed),156.44
Soya Oil (Packed),149.41
Sunflower Oil (Packed),172.58
Palm Oil (Packed),135.4
Gur,57.06
Tea Loose,272.6
Salt Pack (Iodised),21.59
Potato,22.57
Onion,27.81
Tomato,33.94
Bajra (whole),37.91
Jowar (whole),43.8
Maida (wheat),41.85
Ragi (whole),54.27
Suji (whole),46.9
Besan,95.84
Desi Ghee,678.02
Butter (Pasteurised),59.03
Eggs,82.58
Brinjal,40.24
Black Pepper (whole),87.28
Coriander (whole),37.7
Cummin Seed (whole),41.22
Red Chillies (whole),27.99
Turmeric (powder),16.35
Banana,47.24
Ginger,24.84
Garlic,39.04
