Date 21/08/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.86,64,,
Unit:(Rs./Kg.),Wheat,31.6,54,,
,Atta (Wheat),36.9,71,,
,Gram Dal,87.41,140,,
,Tur/Arhar Dal,117.93,183,,
,Urad Dal,114.59,170,,
,Moong Dal,110.53,144,,
,Masoor Dal,89.43,133,,
,Sugar,46.36,60,,
,Milk @,59.2,85,,
,Groundnut Oil (Packed),188.59,279,,
,Mustard Oil (Packed),188.17,249,,
,Vanaspati (Packed),156.56,231,,
,Soya Oil (Packed),147.7,198,,
,Sunflower Oil (Packed),161.51,253,,
,Palm Oil (Packed),131.54,169,,
,Gur,56.52,128,,
,Tea Loose,272.3,600,,
,Salt Pack (Iodised),21.41,33,,
,Potato,25.71,60,,
,Onion,28.72,60,,
,Tomato,55.49,120,,
