Date 02/07/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.61,62,,
Unit:(Rs./Kg.),Wheat,31.18,55,,
,Atta (Wheat),36.62,71,,
,Gram Dal,86.13,140,,
,Tur/Arhar Dal,121.81,183,,
,Urad Dal,115.77,180,,
,Moong Dal,110.78,148,,
,Masoor Dal,88.09,130,,
,Sugar,45.97,60,,
,Milk @,59.02,82,,
,Groundnut Oil (Packed),188.26,279,,
,Mustard Oil (Packed),173.59,242,,
,Vanaspati (Packed),156.06,231,,
,Soya Oil (Packed),146.49,187,,
,Sunflower Oil (Packed),160.11,231,,
,Palm Oil (Packed),131.4,182,,
,Gur,55.61,133,,
,Tea Loose,270.76,600,,
,Salt Pack (Iodised),21.43,32,,
,Potato,25.55,60,,
,Onion,28.08,75,,
,Tomato,37.77,120,,
