Date 28/09/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.19,61,,
Unit:(Rs./Kg.),Wheat,31.91,51,,
,Atta (Wheat),37.34,69,,
,Gram Dal,85.42,117,,
,Tur/Arhar Dal,112.55,160,,
,Urad Dal,113.26,157,,
,Moong Dal,108.86,148,,
,Masoor Dal,87.52,125,,
,Sugar,46.09,60,,
,Milk @,58.08,85,,
,Groundnut Oil (Packed),187.77,247,,
,Mustard Oil (Packed),188.68,242,,
,Vanaspati (Packed),154.63,220,,
,Soya Oil (Packed),146.16,192,,
,Sunflower Oil (Packed),162.17,253,,
,Palm Oil (Packed),132.59,190,,
,Gur,56.05,137,,
,Tea Loose,263.43,520,,
,Salt Pack (Iodised),21.54,35,,
,Potato,24.36,55,,
,Onion,25.2,60,,
,Tomato,36.54,140,,
