,Date 20/07/2026
Rice,44.58
Broken Rice,32.86
Wheat,31.26
Atta (Wheat),37.05
Gram Dal,86.03
Tur/Arhar Dal,122.96
Urad Dal,120.36
Moong Dal,111.73
Masoor Dal,90.28
Sugar,48.18
Milk @,60.75
Groundnut Oil (Packed),205.83
Mustard Oil (Packed),195.22
Vanaspati (Packed),164.89
Soya Oil (Packed),163.97
Sunflower Oil (Packed),189.01
Palm Oil (Packed),147.71
Gur,59.26
Tea Loose,275.83
Salt Pack (Iodised),21.93
Potato,22.87
Onion,34.71
Tomato,41.21
Bajra (whole),38.32
Jowar (whole),44.51
Maida (wheat),42.15
Ragi (whole),55.04
Suji (whole),47.11
Besan,95.92
Desi Ghee,693.08
Butter (Pasteurised),59.66
Eggs,86.31
Brinjal,42.71
Black Pepper (whole),88.21
Coriander (whole),41.35
Cummin Seed (whole),41.0
Red Chillies (whole),29.5
Turmeric (powder),16.57
Banana,49.68
Ginger,37.15
Garlic,42.75
