Date 28/03/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.84,65,,
Unit:(Rs./Kg.),Wheat,32.21,58,,
,Atta (Wheat),37.65,71,,
,Gram Dal,87.81,140,,
,Tur/Arhar Dal,131.78,182,,
,Urad Dal,119.36,156,,
,Moong Dal,112.35,150,,
,Masoor Dal,88.38,130,,
,Sugar,45.62,60,,
,Milk @,58.45,80,,
,Groundnut Oil (Packed),191.06,279,,
,Mustard Oil (Packed),168.36,229,,
,Vanaspati (Packed),152.41,209,,
,Soya Oil (Packed),146.04,195,,
,Sunflower Oil (Packed),158.8,206,,
,Palm Oil (Packed),138.51,177,,
,Gur,54.11,130,,
,Tea Loose,271.72,520,,
,Salt Pack (Iodised),21.28,31,,
,Potato,23.51,60,,
,Onion,31.85,80,,
,Tomato,20.45,100,,
