,Date 31/05/2026
Rice,42.4
Wheat,31.12
Atta (Wheat),37.16
Gram Dal,83.58
Tur/Arhar Dal,121.52
Urad Dal,117.88
Moong Dal,110.65
Masoor Dal,88.23
Sugar,46.3
Milk @,59.51
Groundnut Oil (Packed),202.25
Mustard Oil (Packed),190.22
Vanaspati (Packed),160.69
Soya Oil (Packed),161.24
Sunflower Oil (Packed),186.09
Palm Oil (Packed),146.88
Gur,56.86
Tea Loose,263.3
Salt Pack (Iodised),21.97
Potato,20.25
Onion,24.32
Tomato,35.51
Bajra (whole),38.0
Jowar (whole),44.02
Maida (wheat),40.88
Ragi (whole),55.3
Suji (whole),44.93
Besan,94.53
Desi Ghee,687.83
Butter (Pasteurised),59.09
Eggs,78.51
Brinjal,39.3
Black Pepper (whole),86.92
Coriander (whole),38.43
Cummin Seed (whole),40.14
Red Chillies (whole),28.9
Turmeric (powder),16.23
Banana,47.46
Ginger,27.78
Garlic,36.11
