Date 27/09/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.76,63,,
Unit:(Rs./Kg.),Wheat,31.33,54,,
,Atta (Wheat),36.91,70,,
,Gram Dal,86.75,136,,
,Tur/Arhar Dal,114.93,180,,
,Urad Dal,113.8,170,,
,Moong Dal,110.46,148,,
,Masoor Dal,89,140,,
,Sugar,46.47,60,,
,Milk @,59.48,85,,
,Groundnut Oil (Packed),186.07,254,,
,Mustard Oil (Packed),187.81,247,,
,Vanaspati (Packed),157.01,264,,
,Soya Oil (Packed),146.46,198,,
,Sunflower Oil (Packed),163.01,253,,
,Palm Oil (Packed),132.43,190,,
,Gur,57.02,137,,
,Tea Loose,270.71,600,,
,Salt Pack (Iodised),21.25,35,,
,Potato,25.03,57,,
,Onion,26.65,60,,
,Tomato,38.7,140,,
