Date 23/06/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.79,64,,
Unit:(Rs./Kg.),Wheat,31.26,55,,
,Atta (Wheat),36.66,70,,
,Gram Dal,86.15,140,,
,Tur/Arhar Dal,122.45,183,,
,Urad Dal,115.97,180,,
,Moong Dal,111.08,149,,
,Masoor Dal,88.03,130,,
,Sugar,45.87,60,,
,Milk @,58.77,82,,
,Groundnut Oil (Packed),188.69,254,,
,Mustard Oil (Packed),172.74,242,,
,Vanaspati (Packed),155.73,231,,
,Soya Oil (Packed),146.43,189,,
,Sunflower Oil (Packed),160.2,231,,
,Palm Oil (Packed),131.6,182,,
,Gur,55.33,143,,
,Tea Loose,269.18,520,,
,Salt Pack (Iodised),21.44,32,,
,Potato,25.39,60,,
,Onion,27.25,73,,
,Tomato,34.61,113,,
