,Date 12/02/2026
Rice,43.01
Wheat,31.65
Atta (Wheat),37.24
Gram Dal,85.63
Tur/Arhar Dal,120.22
Urad Dal,115.48
Moong Dal,110.44
Masoor Dal,89.32
Sugar,46.42
Milk @,59.48
Groundnut Oil (Packed),192.62
Mustard Oil (Packed),186.59
Vanaspati (Packed),156.16
Soya Oil (Packed),149.54
Sunflower Oil (Packed),171.82
Palm Oil (Packed),135.04
Gur,56.91
Tea Loose,273.2
Salt Pack (Iodised),21.72
Potato,22.03
Onion,27.83
Tomato,33.2
Bajra (whole),37.57
Jowar (whole),43.55
Maida (wheat),41.71
Ragi (whole),54.16
Suji (whole),46.85
Besan,95.72
Desi Ghee,677.46
Butter (Pasteurised),58.94
Eggs,82.52
Brinjal,40.22
Black Pepper (whole),87.15
Coriander (whole),37.77
Cummin Seed (whole),40.99
Red Chillies (whole),28.2
Turmeric (powder),16.32
Banana,47.49
Ginger,25.03
Garlic,38.96
