Date 12/08/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.95,64,,
Unit:(Rs./Kg.),Wheat,31.59,54,,
,Atta (Wheat),36.88,70,,
,Gram Dal,87.31,140,,
,Tur/Arhar Dal,118.32,183,,
,Urad Dal,114.43,157,,
,Moong Dal,110.55,148,,
,Masoor Dal,89.26,140,,
,Sugar,46.19,60,,
,Milk @,58.98,85,,
,Groundnut Oil (Packed),188.41,254,,
,Mustard Oil (Packed),186.68,249,,
,Vanaspati (Packed),156.93,231,,
,Soya Oil (Packed),147.17,198,,
,Sunflower Oil (Packed),161.02,253,,
,Palm Oil (Packed),130.53,177,,
,Gur,56.35,130,,
,Tea Loose,273.18,600,,
,Salt Pack (Iodised),21.43,33,,
,Potato,25.8,60,,
,Onion,28.18,60,,
,Tomato,53.23,127,,
