Date 11/03/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.98,66,,
Unit:(Rs./Kg.),Wheat,32.66,55,,
,Atta (Wheat),37.98,69,,
,Gram Dal,89.07,140,,
,Tur/Arhar Dal,135.59,182,,
,Urad Dal,120.31,155,,
,Moong Dal,112.6,150,,
,Masoor Dal,88.61,130,,
,Sugar,45.47,60,,
,Milk @,58.24,80,,
,Groundnut Oil (Packed),191.84,264,,
,Mustard Oil (Packed),168.66,224,,
,Vanaspati (Packed),151.43,209,,
,Soya Oil (Packed),145.74,198,,
,Sunflower Oil (Packed),158.38,211,,
,Palm Oil (Packed),138.15,180,,
,Gur,54.06,130,,
,Tea Loose,271.25,520,,
,Salt Pack (Iodised),21.37,32,,
,Potato,24.28,60,,
,Onion,36.02,80,,
,Tomato,21.5,100,,
