,Date 19/01/2026
Rice,43.13
Wheat,31.76
Atta (Wheat),37.18
Gram Dal,85.71
Tur/Arhar Dal,115.72
Urad Dal,113.72
Moong Dal,110.14
Masoor Dal,89.43
Sugar,46.36
Milk @,59.04
Groundnut Oil (Packed),189.65
Mustard Oil (Packed),186.16
Vanaspati (Packed),155.93
Soya Oil (Packed),147.34
Sunflower Oil (Packed),168.04
Palm Oil (Packed),133.05
Gur,56.87
Tea Loose,271.69
Salt Pack (Iodised),21.61
Potato,23.69
Onion,28.62
Tomato,45.11
Bajra (whole),37.86
Jowar (whole),43.74
Maida (wheat),41.79
Ragi (whole),53.94
Suji (whole),46.88
Besan,95.93
Desi Ghee,675.87
Butter (Pasteurised),58.99
Eggs,84.63
Brinjal,42.25
Black Pepper (whole),87.01
Coriander (whole),37.39
Cummin Seed (whole),40.92
Red Chillies (whole),27.66
Turmeric (powder),16.2
Banana,47.12
Ginger,24.64
Garlic,38.18
